Name,Location,Year,Kms_Driven,Price,Car_Age,Price_per_KM
Audi Q3 2.0 TDI,Chennai,2014,60000,20.0,11,33.333333333333336
Volvo S60 D4 KINETIC,Delhi,2014,48000,16.0,11,33.333333333333336
BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,17.0,12,33.333333333333336
Audi A4 2.0 TDI,Hyderabad,2011,54000,18.0,14,33.333333333333336
BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,17.0,13,33.33267975137743
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,4.15,11,33.2
Audi Q3 2.0 TDI,Bangalore,2014,65630,21.75,11,33.14033216516837
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,21.5,11,33.07692307692308
Mercedes-Benz New C-Class 200 K AT,Kolkata,2009,28352,9.35,16,32.978273137697514
Tata Nano Lx BSIV,Kochi,2012,4187,1.38,13,32.9591593026033
Mercedes-Benz M-Class ML 350 CDI,Pune,2013,85000,28.0,12,32.94117647058823
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,28.0,15,32.94078893189492
Audi A6 2.7 TDI,Kolkata,2010,35000,11.5,15,32.857142857142854
Audi A6 2.7 TDI,Kolkata,2010,35010,11.5,15,32.84775778349043
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,21.26,12,32.707692307692305
Audi A4 3.0 TDI Quattro Premium,Kolkata,2010,30000,9.8,15,32.66666666666667
Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,20.12,11,32.44533316132362
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,11.0,12,32.35294117647059
Land Rover Freelander 2 SE,Hyderabad,2011,68000,22.0,14,32.35294117647059
Land Rover Freelander 2 SE,Kochi,2014,61730,19.94,11,32.30196014903613
Mercedes-Benz B Class B180,Kochi,2014,37245,11.96,11,32.11169284467714
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,32.0,12,32.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,18.5,11,31.896551724137932
BMW X5 xDrive 30d,Mumbai,2012,66000,21.0,13,31.818181818181817
BMW 6 Series 650i Coupe,Kochi,2010,65329,20.72,15,31.716389352355
BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,15.5,13,31.632653061224488
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,18.0,11,31.57894736842105
Audi A4 2.0 TFSI,Mumbai,2011,38000,12.0,14,31.57894736842105
BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,18.0,13,31.492756665966827
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,17.71,11,31.344577972071292
BMW X1 sDrive 20d Exclusive,Pune,2014,54385,17.0,11,31.2586191045325
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,25.0,12,31.25
Mercedes-Benz B Class B200 CDI,Pune,2014,53753,16.75,11,31.16105147619668
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,28.55,13,31.119540455402593
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,2.95,14,31.08862893877121
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,29.67,11,31.019665652542106
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,17.98,16,31.0
BMW 5 Series 2003-2012 520d,Ahmedabad,2012,59900,18.5,13,30.884808013355592
Toyota Fortuner 3.0 Diesel,Pune,2014,55960,17.25,11,30.825589706933524
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2011,78000,24.0,14,30.76923076923077
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,27.0,11,30.681818181818183
Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,9.5,11,30.64516129032258
Audi A4 2.0 TDI,Kolkata,2012,47346,14.5,13,30.62560723186753
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,11.6,11,30.526315789473685
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,19.0,13,30.4
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,16.67,11,30.385330465531702
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,13.5,13,30.299629671192907
Audi Q5 2.0 TDI,Delhi,2013,71000,21.5,12,30.281690140845072
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,17.25,14,30.263157894736842
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,18.0,14,30.016509079993998
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,13.5,14,30.0
Renault Duster Petrol RxL,Pune,2013,20000,6.0,12,30.0
Honda Mobilio RS i DTEC,Chennai,2014,23000,6.9,11,30.0
Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,15.0,12,30.0
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,19.0,12,29.94247892207076
Audi A4 2.0 TDI,Mumbai,2013,45200,13.5,12,29.86725663716814
Audi A6 2.7 TDI,Mumbai,2009,30000,8.95,16,29.83333333333333
Hyundai i20 Sportz Option,Mumbai,2014,17858,5.32,11,29.790570052637474
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,4.4,13,29.729729729729733
Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,30.5,11,29.650512808049385
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,13.9,14,29.574468085106382
BMW X1 sDrive20d,Bangalore,2013,49000,14.49,12,29.571428571428573
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,23.68,12,29.553084478390556
Toyota Corolla Altis G MT,Kolkata,2014,27000,7.95,11,29.444444444444443
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,10.0,15,29.41176470588235
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,25.71,11,29.331903436316342
Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,17.0,11,29.310344827586206
Chevrolet Beat LT,Pune,2014,8700,2.55,11,29.310344827586203
Audi A4 2.0 TDI,Kolkata,2009,34000,9.95,16,29.26470588235294
Maruti Ertiga ZDI,Delhi,2014,22281,6.5,11,29.172837843902876
Audi A4 2.0 TDI,Kochi,2013,45330,13.19,12,29.09772777410104
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,16.0,14,29.09090909090909
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,12.49,11,29.08777568178113
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,20.0,11,28.985507246376812
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,12.75,14,28.977272727272727
Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,20.57,12,28.97264711682019
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,8.35,11,28.79310344827586
BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,17.5,13,28.576094056172437
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,26.5,12,28.49462365591398
Mercedes-Benz B Class B180,Kochi,2014,41380,11.77,11,28.44369260512325
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,10.15,14,28.194444444444443
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,2.75,11,28.179116712777947
Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,16.52,12,28.177181940677823
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,22.75,11,28.08641975308642
Toyota Camry Hybrid,Delhi,2014,67000,18.75,11,27.98507462686567
Hyundai EON Sportz,Coimbatore,2014,14799,4.14,11,27.97486316643016
BMW 5 Series 520d Sedan,Kochi,2014,64158,17.89,11,27.8842856697528
Volkswagen Vento TSI,Chennai,2014,28000,7.75,11,27.678571428571427
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,5.25,11,27.63157894736842
Mercedes-Benz B Class B180,Kochi,2014,42070,11.57,11,27.5017827430473
Audi A4 2.0 TDI,Kochi,2014,55730,15.21,11,27.292302171182488
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,15.46,11,27.228856247137976
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,15.75,12,27.155172413793103
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,12.5,12,27.100271002710027
Land Rover Freelander 2 SE,Pune,2014,85000,23.0,11,27.058823529411764
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,50000,13.5,11,27.0
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,18.5,13,26.81159420289855
Renault Duster 85PS Diesel RxE,Pune,2014,30000,8.0,11,26.666666666666668
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,16.0,14,26.666666666666668
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,16.0,13,26.666666666666668
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,31.41,11,26.569557935339795
Maruti Swift Dzire ZDI,Bangalore,2014,25789,6.85,11,26.561712357982085
Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,23.65,11,26.50453883223131
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,18.0,15,26.470588235294116
Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,10.99,15,26.386554621848738
BMW 3 Series 320d Sport,Chennai,2012,58000,15.3,13,26.379310344827587
Maruti Alto VXi,Bangalore,2011,11000,2.9,14,26.363636363636363
Tata Sumo DX,Mumbai,2013,20000,5.25,12,26.25
Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,7.56,16,26.170036001107725
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,3.9,11,26.0
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,13.75,16,25.943396226415093
Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,6.2,13,25.833333333333332
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,18.0,11,25.714285714285715
Hyundai Grand i10 AT Asta,Bangalore,2014,21000,5.4,11,25.714285714285715
Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,18.5,11,25.694444444444443
Audi A6 2.8 FSI,Ahmedabad,2008,41000,10.5,17,25.609756097560975
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,11.5,17,25.555555555555557
Volkswagen Polo GT TSI,Mumbai,2014,20364,5.2,11,25.535258298958947
Tata Nano LX,Pune,2013,4700,1.2,12,25.53191489361702
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,25.0,16,25.510204081632654
Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,13.0,11,25.49019607843137
Toyota Fortuner 4x2 AT,Delhi,2013,65000,16.5,12,25.384615384615383
Hyundai i10 Sportz 1.2 AT,Pune,2013,15200,3.85,12,25.32894736842105
Honda Amaze S i-VTEC,Jaipur,2014,18776,4.75,11,25.29825308904985
Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,12.07,16,25.12489592006661
BMW 3 Series 320d Prestige,Chennai,2014,70000,17.55,11,25.071428571428573
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,4.25,11,25.0
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,30.0,11,25.0
BMW 5 Series 2003-2012 520d,Mumbai,2013,78000,19.5,12,25.0
Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,10.75,13,25.0
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,3.25,20,25.0
Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,3.75,11,25.0
Audi A6 2.7 TDI,Bangalore,2013,90000,22.5,12,25.0
BMW 5 Series 2003-2012 520d,Delhi,2013,76000,19.0,12,25.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,25.0,11,25.0
Honda Amaze S AT i-Vtech,Mumbai,2014,19000,4.75,11,25.0
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,18.5,13,24.999324342585336
Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,3.25,20,24.996154437778802
Nissan Sunny XL CVT,Hyderabad,2014,32000,7.99,11,24.96875
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,5.25,12,24.873264793670348
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,14.5,12,24.82451634994008
Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,5.95,12,24.791666666666668
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,16.1,12,24.769230769230774
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,2011,42408,10.48,14,24.712318430484814
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,21.0,12,24.705882352941178
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,21.0,12,24.705882352941178
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2012,65000,16.0,13,24.615384615384617
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,16.0,14,24.615384615384617
Honda City i DTEC SV,Mumbai,2014,25000,6.15,11,24.6
Renault Koleos 2.0 Diesel,Jaipur,2011,32531,8.0,14,24.59192769973256
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,13.5,16,24.545454545454547
Jaguar XF Diesel,Coimbatore,2012,94521,23.19,13,24.53423048846288
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,11.82,12,24.486244613854822
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,15.65,11,24.453125
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,9.5,15,24.358974358974358
Maruti Swift VXI,Mumbai,2012,15000,3.65,13,24.333333333333332
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,11.88,12,24.25182705262728
Maruti Swift Dzire VXi,Mumbai,2012,15500,3.75,13,24.193548387096776
Toyota Fortuner 4x4 MT,Bangalore,2013,74000,17.9,12,24.189189189189186
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,14.5,12,24.166666666666668
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,14.5,12,24.16626389560174
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,7.9,13,24.09124176628446
Audi A4 2.0 TDI,Bangalore,2013,76000,18.25,12,24.013157894736842
Force One LX 4x4,Chennai,2014,50000,12.0,11,24.0
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,17.51,15,23.986301369863018
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,17.25,11,23.958333333333332
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,11.25,11,23.93617021276596
Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,11.0,13,23.913563338333443
Audi A4 2.0 TDI,Delhi,2011,46000,10.99,14,23.891304347826086
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,13.5,12,23.81666460843639
BMW 3 Series 320i,Pune,2009,40000,9.5,16,23.75
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,9.25,18,23.695468401772676
Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,14.5,12,23.69203620796706
Mahindra XUV500 W8 2WD,Mumbai,2012,35000,8.25,13,23.571428571428573
BMW X1 sDrive20d,Mumbai,2014,69000,16.25,11,23.55072463768116
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,10.24,16,23.486238532110093
Toyota Fortuner 4x2 AT,Delhi,2014,79000,18.5,11,23.417721518987342
Mitsubishi Outlander 2.4,Bangalore,2010,39525,9.25,15,23.40290955091714
Land Rover Freelander 2 SE,Ahmedabad,2012,75000,17.5,13,23.333333333333332
BMW 3 Series 320d Highline,Hyderabad,2009,58000,13.5,16,23.275862068965516
Land Rover Freelander 2 SE,Delhi,2013,68000,15.75,12,23.16176470588235
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,14.5,12,23.14260633628601
Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,23.58,11,23.117420417446887
Toyota Fortuner 4x2 AT,Delhi,2014,79000,18.25,11,23.10126582278481
Toyota Fortuner 4x2 AT,Delhi,2013,71932,16.5,12,22.938330645609742
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,3.2,14,22.857142857142858
Hyundai Grand i10 Magna,Mumbai,2014,16514,3.75,11,22.708005328811918
Honda Amaze VX Petrol,Mumbai,2014,21000,4.75,11,22.61904761904762
Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,14.22,13,22.571428571428573
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,15.8,12,22.571428571428573
BMW X1 sDrive20d,Ahmedabad,2014,82002,18.5,11,22.560425355479136
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,11.5,14,22.54901960784314
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,4.5,11,22.5
Toyota Fortuner 4x2 AT,Delhi,2014,79000,17.75,11,22.468354430379748
Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,22.0,14,22.448979591836736
Renault Duster 110PS Diesel RXZ Optional with Nav,Mumbai,2013,29000,6.5,12,22.413793103448278
Audi A4 1.8 TFSI,Kolkata,2010,38001,8.5,15,22.36783242546249
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,19.0,13,22.093023255813954
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,16.58,13,21.91150816725696
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,17.5,13,21.875
Mahindra Ssangyong Rexton RX5,Pune,2013,57000,12.45,12,21.842105263157894
Maruti Wagon R LXI,Kochi,2011,15466,3.36,14,21.725074356653305
Maruti Swift VDI BSIV,Delhi,2014,24000,5.21,11,21.708333333333332
BMW 3 Series 320i Sedan,Coimbatore,2010,48394,10.49,15,21.6762408563045
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,19.5,12,21.666666666666668
Audi A4 2.0 TDI,Delhi,2013,67000,14.5,12,21.64179104477612
Audi A4 2.0 TDI,Kolkata,2009,46000,9.95,16,21.630434782608692
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,12.75,12,21.610169491525422
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,14.0,13,21.53846153846154
Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,15.5,12,21.52777777777778
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,4.95,12,21.52173913043478
Maruti Ritz VDi,Pune,2013,20248,4.35,12,21.483603318846303
Land Rover Range Rover 3.0 D,Mumbai,2003,75000,16.11,22,21.48
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,15.25,12,21.47887323943662
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,23.29,12,21.43777614138439
Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,3.0,11,21.428571428571427
BMW X1 sDrive20d,Jaipur,2012,63000,13.5,13,21.428571428571427
Maruti Ertiga VXI,Ahmedabad,2012,25000,5.35,13,21.4
Maruti Celerio VXI AT,Chennai,2014,18500,3.95,11,21.35135135135135
Audi A4 2.0 TDI,Ahmedabad,2013,82002,17.5,12,21.340942903831614
Honda City 1.5 S MT,Coimbatore,2012,26671,5.67,13,21.259045405121668
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,10.75,15,21.226182248988053
Volvo XC60 D4 Summum,Hyderabad,2012,86000,18.25,13,21.22093023255814
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,4.45,12,21.19047619047619
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,12.5,14,21.1864406779661
Honda City i DTEC SV,Kolkata,2014,26000,5.5,11,21.153846153846153
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,17.75,12,21.13095238095238
BMW 3 Series 320d Prestige,Pune,2013,71000,15.0,12,21.12676056338028
Toyota Innova 2.5 V Diesel 7-seater,Coimbatore,2011,45004,9.48,14,21.064794240511954
Mahindra XUV500 W8 2WD,Mumbai,2012,37000,7.75,13,20.945945945945947
Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,14.45,12,20.942028985507246
Hyundai Elantra CRDi SX,Bangalore,2012,36000,7.5,13,20.833333333333332
Audi A3 35 TDI Attraction,Chennai,2014,79271,16.5,11,20.814673714220838
Mercedes-Benz New C-Class C 200 CGI Elegance,Mumbai,2012,63720,13.25,13,20.794099183929692
BMW 3 Series 320d,Kochi,2012,55598,11.5,13,20.68419727328321
Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,50135,10.36,17,20.66420664206642
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,7.5,13,20.66115702479339
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,6.5,11,20.65787382806293
Maruti Ertiga ZXI,Mumbai,2012,25000,5.15,13,20.6
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,9.0,14,20.592138379169906
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,5.35,12,20.589593596059114
BMW 3 Series 320d,Mumbai,2011,51000,10.5,14,20.58823529411765
Land Rover Freelander 2 TD4 SE,Pune,2012,85000,17.5,13,20.58823529411765
Hyundai EON D Lite Plus,Hyderabad,2013,17729,3.65,12,20.587737605053867
Audi A4 2.0 TDI Multitronic,Jaipur,2012,65664,13.5,13,20.55921052631579
Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,16.85,14,20.54878048780488
Maruti Ertiga LXI,Ahmedabad,2012,28002,5.75,13,20.534247553746162
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,12.5,14,20.491803278688526
Toyota Fortuner 4x4 MT,Delhi,2012,68350,14.0,13,20.482809070958304
Maruti Swift Dzire VDI,Kolkata,2013,22000,4.5,12,20.454545454545453
Maruti Wagon R LXI,Mumbai,2010,12000,2.45,15,20.416666666666668
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,9.75,14,20.3125
Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,17.09,18,20.310661611779945
BMW 5 Series 530d M Sport,Chennai,2010,58000,11.75,15,20.25862068965517
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,10.4,12,20.21379980563654
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2014,55000,11.11,11,20.2
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,12.5,12,20.161290322580644
Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,15.0,13,20.13422818791946
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,4.75,12,20.10411816989038
Honda City V MT,Chennai,2014,30000,6.0,11,20.0
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,3.8,13,19.968470835522858
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,16.5,15,19.879518072289155
Porsche Cayenne 2009-2014 Turbo,Mumbai,2008,73000,14.5,17,19.863013698630137
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,5.95,11,19.833333333333332
Maruti Swift Dzire VDI,Bangalore,2014,29000,5.75,11,19.82758620689655
BMW 3 Series 320d,Bangalore,2010,58000,11.5,15,19.82758620689655
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,9.35,12,19.795062878435026
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,17.23,14,19.787993982061028
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,18.98,13,19.770833333333332
Volvo XC60 D5 Inscription,Kochi,2014,86925,17.18,11,19.764164509634742
Toyota Camry 2.5 G,Mumbai,2014,68400,13.5,11,19.736842105263158
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,14.4,13,19.726027397260275
BMW X5 3.0d,Bangalore,2009,90000,17.75,16,19.72222222222222
BMW X5 3.0d,Bangalore,2009,90000,17.75,16,19.72222222222222
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,15.5,11,19.71608832807571
Nissan Terrano XL,Mumbai,2014,28238,5.55,11,19.654366456547915
Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,79000,15.5,12,19.620253164556964
BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,19.99,14,19.59823135520936
BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,12.75,13,19.570823356050838
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,17.0,12,19.54022988505747
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,12.5,14,19.53125
Force One LX ABS 7 Seating,Kolkata,2014,41000,8.0,11,19.51219512195122
Force One LX 4x4,Kolkata,2014,41000,8.0,11,19.51219512195122
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,11.5,11,19.491525423728813
Honda Brio S MT,Coimbatore,2014,28637,5.53,11,19.31068198484478
BMW 5 Series 520d Sedan,Delhi,2012,72000,13.85,13,19.23611111111111
Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,2.25,12,19.1750468723368
Audi A6 2011-2015 2.0 TDI,Kochi,2013,91903,17.56,12,19.107102053251797
Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,8.85,11,19.083969465648856
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,2.4,13,19.047619047619047
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,8.0,12,19.047619047619047
Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,20.5,11,19.01228843032692
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,6.5,11,19.005847953216374
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,15.0,16,18.9873417721519
Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,11.0,14,18.96551724137931
BMW 5 Series 520d Sedan,Pune,2012,95000,18.0,13,18.94736842105263
Hyundai i10 Sportz AT,Chennai,2013,21000,3.96,12,18.857142857142858
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,7.49,11,18.823352014274583
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,17.5,15,18.817204301075268
Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,6.69,11,18.76999046069244
